Node,X,Y,Z
8332,2083.5,1504.5,315
8333,2067,1527,311.25
8334,2112,1504.5,330
8335,2131.177002,1476.493652,338.123413
8336,2107.5,1455,337.5
8337,2131.5,1446,311.25
8338,2140.5,1453.5,296.25
8339,2148,1438.5,281.25
8340,2130,1501.5,300
8341,2110.5,1407,337.5
8342,2124,1392,341.25
8343,2143.5,1366.5,330
8344,2155.5,1365,318.75
8345,2176.5,1374,296.25
8346,2172,1389,292.5
8347,2170.5,1392,288.75
8348,2190,1426.5,255
8349,2176.5,1435.5,266.25
8350,2161.5,1384.5,311.25
8351,2176.5,1416,300
8352,2175,1341,307.5
8353,2208,1297.5,300
8354,2212.5,1294.5,300
8355,2130,1332,330
8356,2148,1305,330
8357,2113.5,1335,345
8358,2107.5,1317,360
8359,2074.5,1276.5,341.25
8360,2041.5,1273.5,326.25
8361,1951.5,1245,270
8362,2046,1252.5,360
8363,1988.901489,1248.239746,357.977356
8364,2080.5,1252.5,367.5
8365,2097,1236,375
8366,2122.5,1228.5,345
8367,2070,1189.5,292.5
8368,2068.5,1186.5,303.75
8369,2086.5,1173,300
8370,2088,1162.5,281.25
8371,2101.924072,1138.147827,210.142731
8372,2173.5,1177.5,191.25
8373,2175,1168.5,210
8374,2292,1182,180
8375,2242.5,1134,285
8376,2247,1114.5,270
8377,2305.690674,1124.180176,209.881607
8378,2338.5,1168.5,120
8379,2349,1185,90
8380,2364.189453,1223.895752,84.885048
8381,2418,1224,33.75
8382,2366.953369,1168.940186,46.470188
8383,2352.099854,1137.383179,45.629734
8384,2294.692627,1116.126465,60.380047
8385,2343,1165.5,112.5
8386,2224.5,1105.5,296.25
8387,2230.5,1132.5,288.75
8388,2242.5,1176,300
8389,2251.5,1174.5,300
8390,2206.5,1158,337.5
8391,2254.5,1132.5,330
8392,2281.5,1128,315
8393,2298,1099.5,285
8394,2299.5,1135.5,300
8395,2169,1077,337.5
8396,2182.5,1066.5,330
8397,2208,999,288.75
8398,2197.5,1005,266.25
8399,2181,1006.5,255
8400,2227.5,1021.5,262.5
8401,2250,1029,251.25
8402,2256,1026,243.75
8403,2277,1033.5,225
8404,2287.5,1018.5,210
8405,2275.5,1039.5,217.5
8406,2299.5,1056,187.5
8407,2335.181885,1091.37793,138.19931
8408,2340,1075.5,108.75
8409,2344.5,1071,97.5
8410,2346,1065,90
8411,2337,1030.5,60
8412,2338.5,1015.5,30
8413,2364,1050,75
8414,2424,1030.5,30
8415,2371.5,1084.5,90
8416,2280,1027.5,116.25
8417,2256,1050,135
8418,2245.5,1063.5,120
8419,2247,1054.5,210
8420,2169.370605,1061.895264,221.688477
8421,2259,1002,236.25
8422,2239.5,1008,258.75
8423,2239.5,1015.5,255
8424,2220,1005,285
8425,2260.5,1045.5,300
8426,2190,954,322.5
8427,2191.5,934.5,318.75
8428,2097,939,281.25
8429,2139,934.5,225
8430,2137.5,930,210
8431,2122.5,969,311.25
8432,2136,964.5,337.5
8433,2106,904.5,360
8434,2107.5,892.5,363.75
8435,2083.5,880.5,375
8436,2094,909,363.75
8437,2010,885,345
8438,2146.5,976.5,345
8439,2172,963,352.5
8440,2223,1017,356.25
8441,2229,1018.5,352.5
8442,2287.614258,1015.788025,289.953888
8443,2304,966,285
8444,2230.5,1032,345
8445,2107.5,1081.5,378.75
8446,2112,1093.5,386.25
8447,2109,1134,371.25
8448,2092.5,1132.5,371.25
8449,2055,1134,363.75
8450,2061,1156.5,322.5
8451,2095.5,1095,390
8452,2091,1084.5,390
8453,2068.013672,1078.594482,382.423401
8454,2088,1054.5,371.25
8455,2104.5,1039.5,375
8456,2148,1051.5,345
8457,2163,1075.5,341.25
8458,2170.5,1141.5,356.25
8459,2184,1179,330
8460,2173.5,1222.5,311.25
8461,2141.368164,1187.789551,275.596344
8462,2152.5,1162.5,232.5
8463,2118,1120.5,243.75
8464,2118,1108.5,251.25
8465,2107.5,1116,262.5
8466,2115.466553,1121.237183,296.357239
8467,2118,1177.5,318.75
8468,2248.5,1189.5,255
8469,2200.5,1153.5,341.25
8470,2206.5,1116,360
8471,2115,1140,375
8472,2065.5,1000.5,352.5
8473,2052,1020,326.25
8474,2067.451172,960.449707,300.007507
8475,2049,982.5,356.25
8476,2052,975,371.25
8477,2082,960,390
8478,2083.5,1047,405
8479,2094,1048.5,412.5
8480,2104.5,1078.5,386.25
8481,2112,1024.5,405
8482,2106,1098,393.75
8483,2091,1128,420
8484,2049,1113,420
8485,1978.5,1123.5,401.25
8486,1942.5,1131,401.25
8487,1924.5,1131,405
8488,1899,1158,416.25
8489,1905,1165.5,423.75
8490,1906.5,1179,405
8491,1920,1186.5,401.25
8492,1947,1204.5,397.5
8493,1927.5,1233,393.75
8494,1962,1204.5,423.75
8495,1966.5,1203,427.5
8496,1989,1192.5,408.75
8497,1999.5,1188,408.75
8498,2086.5,1192.5,397.5
8499,2008.5,1203,431.25
8500,2049,1185,442.5
8501,2041.5,1272,438.75
8502,2055,1263,416.25
8503,2054.787109,1169.03479,389.618591
8504,2044.5,1287,420
8505,2041.5,1290,412.5
8506,2033.538574,1309.404175,404.378693
8507,2046.340576,1294.658081,416.354858
8508,2053.5,1174.5,446.25
8509,2064,1153.5,438.75
8510,2070,1147.5,438.75
8511,2061,1051.5,457.5
8512,2065.5,1045.5,453.75
8513,2058,1053,453.75
8514,2042.956665,1011.883545,445.454071
8515,1992,1027.5,412.5
8516,1969.5,985.5,405
8517,1944,973.5,390
8518,1983,1042.5,423.75
8519,1962,1051.5,420
8520,1924.5,1029,412.5
8521,1930.493896,986.078674,445.38092
8522,1894.5,1000.5,461.25
8523,1890,1008,461.25
8524,1888.5,1015.5,446.25
8525,1878,1015.5,431.25
8526,1851,1002,420
8527,1819.5,1018.5,408.75
8528,1783.188965,1025.513184,405
8529,1866,936,438.75
8530,1896.613403,931.284424,427.457153
8531,1848,927,461.25
8532,1806,957,450
8533,1792.5,978,435
8534,1792.5,967.5,457.5
8535,1764,982.5,457.5
8536,1776,991.5,450
8537,1792.5,1027.5,457.5
8538,1863,1041,468.75
8539,1879.5,1036.5,435
8540,1870.5,1030.5,420
8541,1839,1068,408.75
8542,1855.5,1108.5,405
8543,1863,1113,401.25
8544,1840.5,1119,405
8545,1840.5,1126.5,397.5
8546,1788,1144.5,401.25
8547,1785,1140,393.75
8548,1776,1102.5,401.25
8549,1794,1087.5,416.25
8550,1803,1180.5,412.5
8551,1797,1251,393.75
8552,1777.5,1258.5,390
8553,1765.5,1267.5,375
8554,1788,1317,360
8555,1797,1395,378.75
8556,1800.008911,1449.928955,374.368042
8557,1881,1497,337.5
8558,1891.5,1533,322.5
8559,1879.5,1540.5,318.75
8560,1860,1540.5,303.75
8561,1851,1551,288.75
8562,1847.945557,1511.120361,240.129471
8563,1854,1557,292.5
8564,1854,1560,288.75
8565,1880.699463,1588.880127,289.117065
8566,1860,1582.5,318.75
8567,1878,1555.5,330
8568,1918.5,1578,341.25
8569,1890,1623,341.25
8570,1884,1672.5,326.25
8571,1837.5,1656,315
8572,1810.5,1665,333.75
8573,1754.214111,1693.153809,330
8574,1815,1666.5,341.25
8575,1825.5,1666.5,337.5
8576,1833,1707,296.25
8577,1830,1705.5,285
8578,1827,1707,277.5
8579,1834.5,1732.5,266.25
8580,1849.31665,1753.437012,238.337814
8581,1828.5,1753.5,210
8582,1821,1758,198.75
8583,1807.5,1752,270
8584,1882.5,1684.5,318.75
8585,1887,1674,285
8586,1899,1677,322.5
8587,1927.5,1662,300
8588,1944,1630.5,311.25
8589,1890,1677,322.5
8590,1921.5,1684.5,330
8591,1831.5,1726.5,300
8592,1839,1623,371.25
8593,1888.5,1606.5,360
8594,1887,1617,345
8595,1852.5,1593,341.25
8596,1805.308105,1603.720581,337.226257
8597,1929,1570.5,360
8598,1920,1573.5,345
8599,1929,1591.5,375
8600,1939.5,1557,367.5
8601,1815,1615.5,375
8602,1791,1534.5,371.25
8603,1856.413696,1534.600098,364.598938
8604,1845,1530,322.5
8605,1747.5,1687.5,375
8606,1824.58313,1410.799683,392.147369
8607,1776,1413,401.25
8608,1732.5,1434,390
8609,1692.881592,1428.838745,405
8610,1656,1467,405
8611,1749,1494,401.25
8612,1756.5,1482,390
8613,1755,1476,390
8614,1764,1435.5,348.75
8615,1777.5,1465.5,341.25
8616,1720.951782,1465.27771,390
8617,1809,1506,390
8618,1768.5,1513.5,405
8619,1795.456299,1535.205078,419.379211
8620,1854,1495.5,405
8621,1893,1498.5,435
8622,1912.5,1471.5,416.25
8623,1921.5,1462.5,405
8624,1911,1461,367.5
8625,1905,1455,363.75
8626,1876.5,1416,375
8627,1954.5,1441.5,393.75
8628,1908,1384.5,423.75
8629,1882.5,1368,405
8630,1842,1326,423.75
8631,1788,1354.5,412.5
8632,1704.48999,1365.977783,405
8633,1806,1393.5,435
8634,1780.5,1455,420
8635,1770,1476,420
8636,1750.5,1455,427.5
8637,1738.5,1441.5,420
8638,1743,1438.5,408.75
8639,1753.5,1437,412.5
8640,1761,1432.5,408.75
8641,1776,1450.5,427.5
8642,1756.5,1449,431.25
8643,1734,1438.5,427.5
8644,1790.058594,1359.018066,443.822266
8645,1744.464844,1392.475586,432.57251
8646,1750.5,1341,442.5
8647,1804.5,1297.5,442.5
8648,1806,1273.5,435
8649,1869,1311,420
8650,1848,1326,427.5
8651,1858.5,1335,442.5
8652,1885.5,1315.5,468.75
8653,1918.5,1303.5,480
8654,1927.5,1314,461.25
8655,1870.737427,1284.571045,450
8656,1898.703369,1196.877563,450.000061
8657,1869,1189.5,457.5
8658,1852.5,1194,457.5
8659,1824,1200,453.75
8660,1790.172729,1177.851562,450.000031
8661,1735.719971,1198.749512,453.749725
8662,1738.5,1225.5,442.5
8663,1779,1245,401.25
8664,1779,1254,390
8665,1785,1246.5,401.25
8666,1750.943237,1290.89624,479.999054
8667,1680,1332,468.75
8668,1639.5,1273.5,480
8669,1810.5,1227,468.75
8670,1810.5,1263,438.75
8671,1879.811035,1246.680786,434.561951
8672,1911,1195.5,416.25
8673,1899,1186.5,416.25
8674,1870.5,1179,416.25
8675,1848,1183.5,401.25
8676,1840.5,1146,412.5
8677,1851.839844,1154.612061,434.183411
8678,1893,1122,438.75
8679,1896,1117.5,438.75
8680,1903.5,1110,435
8681,2031,1080,427.5
8682,1986.51062,1066.476196,396.631134
8683,2035.5,1071,438.75
8684,2044.5,1066.5,438.75
8685,2073,1081.5,435
8686,1887,1120.5,453.75
8687,1876.5,1128,468.75
8688,1846.5,1117.5,468.75
8689,1832.713135,1066.083984,480
8690,1788,1045.5,465
8691,1779,1066.5,435
8692,1735.5,1078.5,416.25
8693,1773,1071,442.5
8694,1756.5,1128,453.75
8695,1765.5,1155,427.5
8696,1729.5,1158,420
8697,1701,1140,416.25
8698,1653,1104,382.5
8699,1650,1087.5,371.25
8700,1641,1077,371.25
8701,1630.5,1065,371.25
8702,1589.122925,1039.037964,374.453064
8703,1608.541748,1001.91571,371.250641
8704,1701,1119,435
8705,1771.5,1176,435
8706,1819.5,1215,412.5
8707,1809,1254,416.25
8708,1814.440796,1274.424316,409.239166
8709,1762.5,1141.5,480
8710,1738.893921,1071.349365,464.999878
8711,1714.5,1036.5,465
8712,1711.5,1027.5,446.25
8713,1725,1008,442.5
8714,1719,1015.5,450
8715,1713,1024.5,453.75
8716,1717.5,1027.5,468.75
8717,1722,1021.5,468.75
8718,1723.5,994.5,480
8719,1830,1125,480
8720,1890,1150.5,480
8721,1900.5,1146,480
8722,1890,1174.5,480
8723,1900.5,1192.5,480
8724,1924.5,1144.5,457.5
8725,1933.5,1165.5,450
8726,1953,1168.5,431.25
8727,1962,1185,480
8728,1962,1135.5,461.25
8729,1970.697876,1095.279419,458.087463
8730,1941.266235,1082.049072,450.146545
8731,1976.783447,1050.672119,465.240753
8732,1968,1012.5,480
8733,2009.524902,1173.711304,465.541443
8734,2032.5,1158,476.25
8735,2040,1123.5,480
8736,1816.5,1287,461.25
8737,1848,1291.5,476.25
8738,1897.5,1257,480
8739,1830,1242,480
8740,1855.5,1209,480
8741,1930.5,1332,476.25
8742,1932,1372.5,435
8743,1911,1380,431.25
8744,1903.5,1374,431.25
8745,1874.549316,1395.881226,464.818878
8746,1843.5,1393.5,446.25
8747,1834.5,1380,453.75
8748,1827,1398,465
8749,1837.5,1402.5,450
8750,1821,1413,450
8751,1813.5,1413,457.5
8752,1809,1414.5,453.75
8753,1810.18457,1448.789307,476.64386
8754,1764,1470,468.75
8755,1749,1455,453.75
8756,1728,1444.5,442.5
8757,1723.5,1447.5,450
8758,1698,1467,450
8759,1720.5,1443,457.5
8760,1720.5,1438.5,465
8761,1704.17627,1423.852905,479.64856
8762,1650,1378.5,438.75
8763,1618.986084,1424.401611,450
8764,1756.5,1378.5,461.25
8765,1759.5,1359,453.75
8766,1783.5,1347,465
8767,1811.446411,1366.207642,479.098907
8768,1827,1341,480
8769,1804.5,1413,461.25
8770,1807.5,1395,480
8771,1624.5,1486.5,465
8772,1615.182495,1430.681763,450
8773,1612.5,1501.5,480
8774,1774.5,1492.5,480
8775,1788,1519.5,480
8776,1864.195557,1477.735596,471.903656
8777,1894.5,1492.5,453.75
8778,1918.5,1449,465
8779,1756.958008,1532.344482,479.999207
8780,1723.579712,1495.915894,450.088257
8781,1651.5,1536,468.75
8782,1648.5,1509,435
8783,1629,1500,420
8784,1638,1540.5,393.75
8785,1701.711182,1528.67334,388.588196
8786,1686,1486.5,360
8787,1606.5,1528.5,363.75
8788,1545,1501.5,341.25
8789,1650,1581,431.25
8790,1620,1549.5,435
8791,1530,1558.5,446.25
8792,1498.5,1557,427.5
8793,1503,1521,420
8794,1462.5,1471.5,405
8795,1462.5,1453.5,390
8796,1485,1443,386.25
8797,1515,1450.5,375
8798,1515,1473,382.5
8799,1474.945068,1488.592041,374.716705
8800,1531.501587,1501.339233,381.144318
8801,1528.5,1401,405
8802,1501.543945,1429.373413,419.994995
8803,1473,1413,397.5
8804,1446,1366.5,408.75
8805,1434,1329,416.25
8806,1369.5,1233,405
8807,1410.168091,1353.846802,434.234497
8808,1353,1329,435
8809,1455,1374,431.25
8810,1464.353271,1408.348389,433.182251
8811,1459.5,1372.5,431.25
8812,1573.5,1341,438.75
8813,1579.5,1335,438.75
8814,1585.5,1291.5,412.5
8815,1593,1267.5,390
8816,1575,1267.5,375
8817,1597.453857,1292.306519,360.304413
8818,1620,1270.5,401.25
8819,1647,1252.5,405
8820,1694.632202,1238.114868,404.999908
8821,1689.440918,1199.997437,400.887177
8822,1716,1185,386.25
8823,1723.5,1197,371.25
8824,1717.5,1224,363.75
8825,1605,1260,423.75
8826,1618.799805,1350.49353,435
8827,1539,1392,468.75
8828,1498.942505,1318.723511,450.019196
8829,1512,1251,457.5
8830,1521,1233,446.25
8831,1458,1219.5,450
8832,1447.5,1189.5,427.5
8833,1464,1168.5,420
8834,1456.408936,1133.047119,405.019287
8835,1405.5,1120.5,416.25
8836,1417.5,1072.5,416.25
8837,1387.5,1065,420
8838,1431.693726,1000.498718,390.602661
8839,1483.5,1018.5,360
8840,1490.737793,1044.427856,360.028351
8841,1523.315063,1036.583862,364.396851
8842,1344,1060.5,427.5
8843,1302,1030.5,435
8844,1345.5,1069.5,431.25
8845,1369.5,1150.5,416.25
8846,1292.792603,1158.476562,366.715698
8847,1268.556763,1182.084595,321.654663
8848,1401,1213.5,427.5
8849,1431,1227,442.5
8850,1434,1222.5,435
8851,1416.335571,1246.324463,420.355682
8852,1429.5,1275,450
8853,1455,1281,480
8854,1395,1293,465
8855,1333.707642,1325.926636,479.827118
8856,1343.853882,1386.937378,480
8857,1296,1429.5,480
8858,1282.5,1432.5,480
8859,1333.5,1461,480
8860,1372.5,1348.5,480
8861,1390.5,1231.5,435
8862,1536,1398,476.25
8863,1513.5,1404,480
8864,1597.5,1458,480
8865,1496.403076,1411.206421,450
8866,1443,1465.5,450
8867,1423.5,1453.5,465
8868,1354.5,1473,420
8869,1336.5,1555.5,405
8870,1309.5,1576.5,416.25
8871,1297.5,1584,405
8872,1294.5,1587,397.5
8873,1303.5,1585.5,375
8874,1290,1542,356.25
8875,1282.5,1497,348.75
8876,1267.5,1515,348.75
8877,1269,1522.5,337.5
8878,1237.5,1515,322.5
8879,1213.5,1519.5,333.75
8880,1209,1522.5,333.75
8881,1245,1527,367.5
8882,1270.161499,1553.682861,370.281128
8883,1249.5,1581,367.5
8884,1221,1575,356.25
8885,1245,1593,352.5
8886,1237.5,1609.5,348.75
8887,1245,1617,322.5
8888,1297.5,1611,337.5
8889,1293,1606.5,345
8890,1297.5,1605,360
8891,1314,1596,367.5
8892,1348.5,1549.5,363.75
8893,1371,1609.5,378.75
8894,1371,1615.5,378.75
8895,1344,1623,367.5
8896,1320,1606.5,375
8897,1327.5,1608,397.5
8898,1294.729004,1633.718262,409.549042
8899,1302,1591.5,423.75
8900,1347,1600.5,416.25
8901,1354.5,1594.5,416.25
8902,1342.5,1570.5,412.5
8903,1327.5,1561.5,435
8904,1313.322388,1517.718018,420.629028
8905,1314,1503,446.25
8906,1347,1473,423.75
8907,1338,1435.5,412.5
8908,1299,1410,442.5
8909,1249.5,1425,420
8910,1295.210327,1381.777344,404.995392
8911,1245,1428,416.25
8912,1245,1479,416.25
8913,1243.5,1494,438.75
8914,1164,1516.5,453.75
8915,1151.404663,1456.599976,450
8916,1212,1431,435
8917,1234.5,1434,423.75
8918,1221,1423.5,450
8919,1230,1389,438.75
8920,1201.5,1390.5,412.5
8921,1265.850952,1339.322998,393.840576
8922,1255.5,1315.5,393.75
8923,1101,1428,420
8924,1087.5,1438.5,412.5
8925,1102.5,1528.5,423.75
8926,1039.308838,1536.79834,415.799408
8927,952.5,1452,420
8928,1004.561035,1423.677734,420
8929,1039.5,1447.5,412.5
8930,961.5,1417.5,371.25
8931,972,1410,360
8932,1080,1450.5,356.25
8933,1101.771362,1466.166748,367.382782
8934,859.5,1423.5,375
8935,850.5,1432.5,360
8936,846,1434,363.75
8937,828,1479,363.75
8938,841.5,1488,352.5
8939,849,1500,352.5
8940,853.5,1507.5,352.5
8941,861,1513.5,371.25
8942,862.5,1516.5,378.75
8943,834,1554,408.75
8944,835.5,1558.5,423.75
8945,916.5,1587,420
8946,981,1618.5,405
8947,980.305603,1558.687012,405
8948,1035.732788,1612.451416,400.728821
8949,1030.5,1621.5,367.5
8950,1036.5,1593,356.25
8951,1087.5,1647,375
8952,1139.935791,1693.334351,389.999969
8953,1175.095459,1670.161377,402.034485
8954,1198.5,1708.5,405
8955,1212.918823,1667.681152,404.999969
8956,1243.5,1677,390
8957,1192.5,1611,356.25
8958,1255.5,1692,386.25
8959,1278,1660.5,371.25
8960,1275,1650,363.75
8961,1305,1671,378.75
8962,1342.5,1651.5,375
8963,1353,1662,375
8964,1360.5,1669.5,367.5
8965,1380,1684.5,375
8966,1387.5,1683,367.5
8967,1392,1678.5,360
8968,1392,1702.5,330
8969,1393.5,1711.5,315
8970,1387.5,1704,322.5
8971,1407,1731,315
8972,1410,1735.5,303.75
8973,1407,1747.5,292.5
8974,1419,1761,281.25
8975,1404,1768.5,300
8976,1416,1791,300
8977,1444.5,1689,303.75
8978,1458,1723.5,330
8979,1470,1711.5,345
8980,1491,1714.5,326.25
8981,1491,1687.5,337.5
8982,1519.5,1692,307.5
8983,1532.882935,1710.801025,261.288086
8984,1506,1680,243.75
8985,1530,1651.5,232.5
8986,1530,1630.5,213.75
8987,1563.588501,1649.300537,248.411957
8988,1561.241089,1703.545532,299.888123
8989,1594.091553,1711.556152,305.163513
8990,1602,1732.5,348.75
8991,1597.5,1756.5,341.25
8992,1587,1792.5,318.75
8993,1579.5,1794,318.75
8994,1513.5,1786.5,326.25
8995,1506,1809,311.25
8996,1510.5,1821,300
8997,1472.035156,1827.807617,303.304657
8998,1489.5,1816.5,337.5
8999,1456.5,1816.5,348.75
9000,1435.5,1822.5,352.5
9001,1431,1821,352.5
9002,1428,1825.5,345
9003,1417.5,1831.5,330
9004,1411.5,1854,345
9005,1438.5,1798.5,367.5
9006,1428,1731,371.25
9007,1413,1713,348.75
9008,1446.313599,1748.887451,341.25
9009,1399.5,1702.5,352.5
9010,1393.5,1704,341.25
9011,1391.908325,1729.703613,344.751526
9012,1398,1698,363.75
9013,1443,1722,375
9014,1447.5,1794,371.25
9015,1515,1771.5,375
9016,1376.369873,1821.50061,374.999969
9017,1329.113525,1885.633911,375
9018,1274.501099,1850.123291,375
9019,1224,1864.5,375
9020,1497,1821,337.5
9021,1519.5,1840.5,333.75
9022,1519.5,1813.5,360
9023,1534.5,1831.5,300
9024,1570.5,1753.5,356.25
9025,1552.5,1782,375
9026,1468.5,1651.5,285
9027,1461,1654.5,303.75
9028,1468.5,1672.5,330
9029,1479,1699.5,348.75
9030,1402.5,1668,363.75
9031,1420.5,1662,397.5
9032,1438.5,1648.5,416.25
9033,1444.5,1674,408.75
9034,1456.5,1681.5,416.25
9035,1492.5,1656,431.25
9036,1494,1641,416.25
9037,1533,1581,405
9038,1524,1645.5,435
9039,1518,1657.5,435
9040,1513.5,1657.5,431.25
9041,1504.5,1665,435
9042,1503,1690.5,435
9043,1491,1705.5,423.75
9044,1546.5,1687.5,408.75
9045,1479,1708.5,427.5
9046,1467,1701,412.5
9047,1455,1690.5,416.25
9048,1389,1695,405
9049,1390.5,1719,401.25
9050,1329,1734,390
9051,1399.5,1723.5,412.5
9052,1404,1723.5,416.25
9053,1420.5,1729.5,412.5
9054,1423.5,1714.5,431.25
9055,1443,1705.5,423.75
9056,1462.5,1707,416.25
9057,1396.5,1725,438.75
9058,1393.5,1723.5,446.25
9059,1321.5,1725,442.5
9060,1293,1725,435
9061,1294.5,1717.5,431.25
9062,1302,1704,416.25
9063,1383,1692,405
9064,1284,1728,435
9065,1309.5,1755,468.75
9066,1299,1755,472.5
9067,1223.498413,1753.364258,427.762115
9068,1294.5,1737,480
9069,1256.083008,1701.887085,479.772614
9070,1281,1671,457.5
9071,1284.394043,1637.529907,435.001831
9072,1344,1620,435
9073,1348.5,1639.5,427.5
9074,1345.5,1666.5,450
9075,1354.5,1656,450
9076,1359,1653,442.5
9077,1372.5,1642.5,435
9078,1386,1587,423.75
9079,1407,1549.5,408.75
9080,1401,1521,390
9081,1441.5,1461,390
9082,1438.5,1498.5,405
9083,1432.5,1554,405
9084,1467,1600.5,408.75
9085,1468.5,1599,420
9086,1485,1593,450
9087,1435.409424,1569.477539,449.999359
9088,1419,1603.5,472.5
9089,1438.5,1684.5,480
9090,1468.5,1672.5,476.25
9091,1443,1641,438.75
9092,1474.5,1671,480
9093,1522.213867,1688.025146,475.924469
9094,1534.5,1666.5,450
9095,1542,1656,450
9096,1602,1642.5,450
9097,1651.5,1606.5,438.75
9098,1675.5,1591.5,450
9099,1608,1660.5,450
9100,1393.5,1704,480
9101,1386,1677,480
9102,1351.5,1653,461.25
9103,1341,1633.5,480
9104,1395,1593,476.25
9105,1350.475586,1554.909546,450.000916
9106,1279.5,1564.5,450
9107,1261.5,1570.5,435
9108,1249.5,1588.5,446.25
9109,1195.5,1573.5,450
9110,1176,1527,416.25
9111,1149,1521,408.75
9112,1123.5,1530,427.5
9113,1140,1531.5,438.75
9114,1152,1536,423.75
9115,1120.520142,1632.872437,453.72876
9116,1101,1621.5,438.75
9117,1095,1617,423.75
9118,1084.5,1633.5,420
9119,1080,1636.5,431.25
9120,1048.5,1648.5,446.25
9121,1003.5,1615.5,461.25
9122,999,1584,461.25
9123,993,1546.5,450
9124,938.705627,1542.133423,434.096069
9125,933,1504.5,420
9126,874.5,1420.5,420
9127,853.5,1414.5,420
9128,882,1392,423.75
9129,969,1356,420
9130,976.895996,1405.876587,419.997009
9131,1000.5,1393.5,412.5
9132,1002,1356,405
9133,1090.5,1423.5,431.25
9134,973.5,1350,420
9135,852,1348.5,435
9136,864,1279.5,420
9137,984,1360.5,450
9138,1033.5,1411.5,453.75
9139,1080,1390.5,450
9140,1084.5,1384.5,450
9141,1068.947632,1397.84375,479.681549
9142,1032,1410,468.75
9143,979.5,1378.5,476.25
9144,891,1357.5,476.25
9145,873.770935,1295.118164,480
9146,831,1296,480
9147,858,1371,476.25
9148,811.074341,1340.640747,479.975037
9149,801,1447.5,457.5
9150,790.5,1431,431.25
9151,841.5,1423.5,423.75
9152,898.5,1476,453.75
9153,903,1489.5,450
9154,940.5,1503,442.5
9155,991.5,1504.5,450
9156,1068.594238,1499.646729,450
9157,1098,1531.5,446.25
9158,1073.989624,1565.700073,468.349213
9159,910.5,1476,457.5
9160,936,1465.5,465
9161,931.058105,1524.482178,479.564911
9162,915.896301,1538.19043,461.10318
9163,881.803345,1514.140137,425.427155
9164,948,1453.5,457.5
9165,1033.5,1452,431.25
9166,1041,1455,427.5
9167,949.5,1438.5,468.75
9168,1018.251343,1450.268066,477.60907
9169,946.5,1435.5,465
9170,949.5,1420.5,450
9171,933,1411.5,465
9172,916.5,1408.5,480
9173,940.5,1426.5,468.75
9174,892.030762,1480.356201,479.705139
9175,862.5,1534.5,480
9176,757.5,1408.5,427.5
9177,739.5,1386,416.25
9178,729,1386,416.25
9179,720,1386,408.75
9180,745.743591,1412.952026,460.177917
9181,738,1471.5,480
9182,792,1477.5,435
9183,816,1507.5,446.25
9184,831,1551,450
9185,834,1567.5,468.75
9186,804,1608,480
9187,874.5,1608,480
9188,810,1515,468.75
9189,777.46167,1483.917969,471.870483
9190,759,1567.5,468.75
9191,753,1570.5,453.75
9192,733.5,1557,442.5
9193,724.5,1590,438.75
9194,672,1569,438.75
9195,678,1569,405
9196,672,1573.5,390
9197,667.5,1572,382.5
9198,688.116638,1537.961792,360
9199,661.5,1497,360
9200,682.5,1473,333.75
9201,669,1470,315
9202,670.5,1476,296.25
9203,658.5,1488,292.5
9204,633,1473,277.5
9205,636,1474.5,262.5
9206,618,1452,285
9207,664.5,1515,288.75
9208,669,1519.5,281.25
9209,686.581482,1533.685425,255
9210,687.959167,1619.525879,254.984772
9211,698.176086,1528.179565,295.191437
9212,652.927917,1560.69873,300
9213,689.833862,1634.968262,300
9214,675,1695,277.5
9215,679.5,1686,255
9216,658.5,1474.5,322.5
9217,535.5,1555.5,318.75
9218,532.5,1561.5,307.5
9219,504,1524,255
9220,526.5,1504.5,225
9221,549,1489.5,217.5
9222,564.931824,1490.143311,235.76239
9223,583.5,1498.5,210
9224,601.5,1545,183.75
9225,510,1477.5,285
9226,496.5,1476,262.5
9227,492,1468.5,251.25
9228,474,1480.5,232.5
9229,456,1450.5,311.25
9230,445.5,1449,296.25
9231,447,1408.5,322.5
9232,413.565186,1421.6604,333.342072
9233,382.5,1393.5,315
9234,379.5,1408.5,281.25
9235,387,1401,258.75
9236,430.5,1377,191.25
9237,361.5,1335,251.25
9238,358.5,1327.5,243.75
9239,302.625824,1330.214844,254.999023
9240,370.5,1327.5,277.5
9241,366,1326,292.5
9242,366,1312.5,318.75
9243,364.5,1341,315
9244,367.5,1359,311.25
9245,362.476166,1378.25293,329.424011
9246,390,1369.5,315
9247,444,1404,318.75
9248,433.5,1410,300
9249,403.5,1452,281.25
9250,418.989288,1451.907837,249.988937
9251,403.5,1536,315
9252,417,1554,311.25
9253,411,1563,296.25
9254,406.5,1558.5,262.5
9255,402,1555.5,240
9256,442.5,1582.5,221.25
9257,435,1564.5,187.5
9258,442.5,1576.5,165
9259,442.5,1591.5,161.25
9260,435,1597.5,150
9261,381,1617,131.25
9262,400.5,1633.5,120
9263,366,1596,135
9264,362.540558,1573.02124,100.997551
9265,326.127502,1581.616089,81.772934
9266,316.5,1651.5,30
9267,343.5,1563,138.75
9268,346.5,1555.5,131.25
9269,346.5,1537.5,120
9270,312.887878,1489.681885,108.27095
9271,264,1485,90
9272,273,1501.5,52.5
9273,261,1519.5,30
9274,282,1537.5,90
9275,250.5,1467,97.5
